id,batch_id,timestamp,temperature,humidity,mode,speed,opTime,eSpent,eSaved,timestampReal,datetime,id,timestamp_server,datetime_datetime,datetime_timestamp,fan_id
83645,38065,58463660,30,27,0,1,931,9310,13034,1605130460,2020-11-12 02:34:20,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83646,38065,58464591,31,28,0,1,62,620,868,1605131391,2020-11-12 02:49:51,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83647,38065,58464653,30,27,0,1,2946,29460,41244,1605131453,2020-11-12 02:50:53,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83648,38065,58467599,31,28,0,1,31,310,434,1605134399,2020-11-12 03:39:59,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83649,38065,58467630,30,27,0,1,8406,84060,117684,1605134430,2020-11-12 03:40:30,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83650,38065,58476036,30,30,0,1,5430,54300,76020,1605142836,2020-11-12 06:00:36,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83651,38065,58481466,29,31,0,1,31,310,434,1605148266,2020-11-12 07:31:06,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83652,38065,58481497,30,31,0,1,124,1240,1736,1605148297,2020-11-12 07:31:37,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83653,38065,58481621,29,31,0,1,62,620,868,1605148421,2020-11-12 07:33:41,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83654,38065,58481683,30,31,0,1,31,310,434,1605148483,2020-11-12 07:34:43,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83655,38065,58481714,29,31,0,1,31,310,434,1605148514,2020-11-12 07:35:14,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83656,38065,58481745,30,31,0,1,124,1240,1736,1605148545,2020-11-12 07:35:45,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
83657,38065,58481869,29,31,0,1,62,620,868,1605148669,2020-11-12 07:37:49,38065,1605184718,2020-11-12 17:38:38,2020-11-12 17:38:38,175
